time,cone_x,cone_y,water_x,water_y,theta,radii
0.06411608991943357,767,637,763.357177734375,671.6546499896926,309.839254312318,34.84558680761507
0.12667974764174345,767,637,758.9351806640625,669.8795186392936,309.99841157401426,33.85415863484078
0.18994824159045876,767,637,753.6256103515625,666.85492746572,310.1918856537519,32.713773742135544
0.25240466945997764,767,637,744.9017333984375,655.7834759369198,310.51643141202874,29.00262669253558
0.3147772339819406,767,637,738.7548828125,655.0017318907371,310.74642351117313,33.49401433094561
0.37660116576454883,767,637,740.4249877929688,660.0747103431636,310.67782855438185,35.19479409266036
0.4365276092864253,767,637,741.2465209960938,659.5070644890537,310.6419423545896,34.202479920600254
0.4921898256474602,767,637,738.025146484375,674.5371674052474,310.76117669179155,47.41920574051712
0.5536747830596037,767,637,724.988037109375,681.8493881083803,311.26231714207324,61.45301163994627
0.6203330207129664,767,637,712.552001953125,685.3237482095267,311.74941411131283,72.79951326987178
0.6827718436812807,767,637,710.518798828125,703.2808499930204,311.82611223692123,87.08201399608927
0.7470687839494514,767,637,703.1000366210938,727.2184974012713,312.1203843570622,110.55578950542913
0.8107501928536903,767,637,704.8060302734375,744.3190418695006,312.04654588447465,124.03816597376867
0.8728878119668514,767,637,704.8287353515625,764.6274751528741,312.0409859746482,141.96492018059797
0.9386001862918635,767,637,703.1607055664062,780.6896530347701,312.10361691164536,157.2328588528228
1.0078236180952775,767,637,707.9208984375,797.9485147435254,311.9061666810472,171.44901469410374
1.071219187421778,767,637,719.7661743164062,816.0719064566645,311.4291169311409,185.1966035615462
1.137598947546997,767,637,729.8831787109375,828.0246336975988,311.02760267834685,194.59719705562566
1.204405706548703,767,637,735.9112548828125,830.1134674575693,310.78928054393515,195.5999012945741
1.270986482636766,767,637,754.1920166015625,833.0251785492657,310.089909966016,196.44315988093385
1.3370170255399103,767,637,780.71533203125,833.6147934185368,39.11176165166155,197.09258566405114
1.3997730568190183,767,637,802.9082641601562,831.7776554204783,38.32271895499682,198.05993660024765
1.4627384263779035,767,637,818.423095703125,815.058564644837,37.785282820257514,185.33533720009348
1.5277235582386135,767,637,834.5721435546875,802.1428510629963,37.239117056787286,178.43249659686512
1.5977126431998667,767,637,846.787841796875,782.8348242284408,36.8331298949976,166.23445989428114
1.6677001277155559,767,637,855.4693603515625,760.2860947061561,36.54754535633359,151.74415596295594
1.7459948849759772,767,637,863.06884765625,740.6518391163545,36.299269916982695,141.32560717082524
1.8161497760976655,767,637,862.7889404296875,721.8594437091805,36.302909469745885,127.97127136695092
1.8906479563910592,767,637,867.3297119140625,698.6346879843102,36.15374568372245,117.7492499155814
1.9587081843585255,767,637,866.7781982421875,676.1452858791781,36.16605067522007,107.18228515486993
2.0272312611831134,767,637,867.84423828125,653.4753621412091,36.127332835831616,102.18120155982466
2.0962434341720737,767,637,868.36962890625,636.367633808577,36.105638209415744,101.37160130722455
2.164509799528189,767,637,865.097900390625,618.443214365304,36.20374536162945,99.83762995054042
2.2292302176926055,767,637,864.4371337890625,598.4257466381798,36.219816088062615,104.79488567410893
2.295600695233553,767,637,858.5784912109375,579.1194516541365,36.40112360504588,108.33641091198103
2.3575129716112966,767,637,851.298828125,561.0557712387431,36.6302394064032,113.4628498910124
2.4191685365205675,767,637,837.467041015625,540.0421222783887,37.076882761608005,119.86005974375581
2.4817190705892522,767,637,819.7328491210938,523.9084875389242,37.66476522608626,124.78158344548166
2.5459180635889034,767,637,804.647216796875,514.9059168555737,38.17676118022491,127.76649823576211
2.6076869400441085,767,637,791.8882446289062,512.2095570860595,38.61862644923906,127.24810161006619
2.668221552880322,767,637,774.5878295898438,510.08640739186865,39.23363257945773,127.14021844635647
2.7294465979328644,767,637,748.9747314453125,510.6322285697992,310.1771385431193,127.64687212268099
2.7974735366325985,767,637,731.0011596679688,527.968296287858,310.86016945083963,114.82085576942627
2.8638942681642567,767,637,713.3906860351562,540.6828747917309,311.54833212150044,110.23133471099122
2.9316897824354298,767,637,688.208984375,554.486435133464,312.568066803556,114.0899317652659
3.0028846430846343,767,637,662.7659301757812,573.7864408084989,313.64002718620185,121.90445183740223
3.068530758963295,767,637,647.8919067382812,598.159820383551,314.2850992049343,125.28087417112123
3.136244330421589,767,637,633.2918701171875,627.0771797745622,314.9329728348074,134.07582316728625
3.2090719656352324,767,637,621.0194702148438,662.2998276925648,315.48806501641695,148.15666153645728
3.272859324035811,767,637,614.0193481445312,691.0405569383652,315.80789397901606,162.24506660090722
3.34503237701376,767,637,604.7427368164062,718.2653514314773,316.2381852565062,181.47031933380043
3.4117828003316117,767,637,600.5745239257812,751.5001479844246,316.43103501280854,202.0092150744255
3.471443569889857,767,637,595.7784423828125,776.0415345005421,316.6558195872132,220.56602210930242
3.5303278032604273,767,637,591.410400390625,798.6540581842385,316.86170668134105,238.67078166045752
3.591041345910701,767,637,592.7904663085938,821.1912074882608,316.7905769545623,253.52586168862686
3.6560975375544547,767,637,596.899169921875,842.563954197352,316.5883036006424,266.8161008232416
3.7170092153655574,767,637,609.5526733398438,872.1294624110429,315.9837055265569,282.97619116479746
3.7809998303527697,767,637,614.1597900390625,891.27922277577,315.76338874300336,296.67836610773145
3.8443425849756565,767,637,625.0240478515625,910.9111255918572,315.2565164482205,308.5198141310434
3.9074894450615045,767,637,639.0633544921875,928.6993389915087,314.61546318213453,318.5220394758812
3.9713549052056085,767,637,650.6729125976562,947.5508483381115,314.09497629219936,331.6230098576292
4.036283701382464,767,637,662.802490234375,959.4415671823489,313.5612537162266,338.8593886678761
