cone_x,cone_y,water_x,water_y,theta,radii,time
719,635,679.3809814453125,816.7065142008161,98.79445979747224,185.97560037340395,152
719,635,695.8724365234375,841.2640246674941,98.95329231693434,207.55657557493825,153
719,635,718.8106689453125,859.9197935742066,98.65759278531475,224.91987326092809,154
719,635,749.54833984375,866.3816360508982,7.685333478205333,233.38950826633055,155
719,635,783.646484375,862.9350851262775,6.306849616376691,236.9252434283238,156
719,635,817.2073974609375,853.0669073160714,4.779896620370623,239.16075970452724,157
719,635,847.668701171875,841.849803335249,3.352656532287387,243.60311123031343,158
719,635,876.422607421875,820.6377867765051,1.6672721469878904,243.39939442566603,159
719,635,903.865478515625,796.4825707308828,0.06364012198077444,245.46255477499125,160
719,635,924.2869873046875,761.6555578893691,1.9598978234995554,241.21438079207107,161
719,635,938.83642578125,732.7471392858113,3.478530119840602,240.58794096719566,162
719,635,950.0714111328125,695.272258655703,5.252952426213382,238.8027265471842,163
719,635,955.010498046875,659.4585589702466,6.823964814558142,237.27447459690015,164
719,635,957.2054443359375,623.3078979835653,278.3788568820622,238.49221991680176,165
719,635,951.390869140625,585.6479802583306,279.8347919012724,237.57343688324505,166
719,635,940.7777099609375,550.3617526324206,281.12206861832493,237.3794126561385,167
719,635,925.8734130859375,514.6446205889756,282.38261693467734,239.33663822113942,168
719,635,910.6092529296875,472.72631897271026,284.01474466869195,251.09132474543904,169
719,635,887.523193359375,441.40127819361055,285.00698933057396,256.67203155994434,170
719,635,859.3974609375,410.54173034119526,285.9157942382314,264.7507542121864,171
719,635,836.107421875,392.5970076208048,286.29745277831887,269.2087646652638,172
719,635,799.794189453125,375.5741527423014,286.29580086398914,271.715791360683,173
719,635,768.864990234375,369.28108245871636,285.795325679798,270.35728285064897,174
719,635,731.630126953125,369.07553230817666,284.6810557376906,266.2242337279453,175
719,635,700.403076171875,386.7509173583864,192.54326215748716,248.94467780668012,176
719,635,675.4271850585938,414.0184055482974,189.94285192256973,225.2364430733508,177
719,635,654.2005004882812,458.59375150966565,186.41960219390432,187.93120987053436,178
719,635,639.4371337890625,522.5172850622091,182.1959685968903,137.7773959671029,179
719,635,627.1168212890625,584.0818059647975,181.5150726930205,105.04846983099094,180
719,635,620.1686401367188,656.4421784908575,95.17754978042773,101.13063191169722,181
719,635,622.8753662109375,727.1369346360337,97.96618096125384,133.15089164255014,182
719,635,635.9962158203125,798.6843522711082,100.01950946612686,183.52709709075762,183
719,635,646.7452392578125,863.8178149734872,101.72758549784427,239.95487679801755,184
719,635,667.5081176757812,906.7316728991432,102.19062543280354,276.5673805817637,185
719,635,700.4707641601562,938.6629803439345,101.8181032410837,304.2277735713314,186
719,635,734.9049682617188,951.5259120570009,10.869514558100986,316.92526093532297,187
719,635,766.6898803710938,955.0234538766337,9.79259983708298,323.55731442966805,188
719,635,804.1603393554688,948.6241823323418,8.261636254798695,324.9806319502265,189
719,635,835.53759765625,927.701401655862,6.542093826182415,315.04780938580774,190
719,635,870.0692138671875,897.1196128115406,4.426948359567122,302.53693790828584,191
719,635,897.6842041015625,849.1288898930645,1.9577761313269373,278.88927244023745,192
